ID,url,headers,sub_headers,text
3,https://lenta.ru/news/2024/04/08/v-litve-soobschili-o-pribytii-pervoy-brigady-bundesvera/,В Литве сообщили о прибытии первой бригады бундесвера,Министр обороны Литвы Касчюнас: первая бригада бундесвера прибывает в страну,"Министр обороныЛитвыЛауринас Касчюнас сообщил, что первая группа из состава приписанной к стране бригады бундесвера прибывает на место службы. Его слова приводитТАСС. «Начинается практический этап переброски бригады союзников. Это новый этап, который делает процесс необратимым», — заявил глава Минобороны журналистам. По его словам, первой в республику командируется группа планирования, в составе которой около 20 военных. Вместе с литовскими военными они будут работать над «дальнейшими практическими шагами передислокации». К концу года личный состав группы планируется увеличить до 150 человек. Специалисты оценят варианты передислокации, состояние инфраструктурных объектов и их соответствие требованиям бундесвера. До 80 процентов подразделения разместят на полигоне у населенного пункта Руднинкай на юге Литвы, остальную часть — в Рукле в центре республики. Ранее президент Литвы Гитанас Науседазаявил, что в республике находится более трех тысяч военных из странНАТО. Он добавил, что Литва в настоящее время «готовится к всеобщей обороне». В ноябре 2023 года Министерство обороныГерманиирешилона постоянной основе разместить танковые батальоны в Литве. Уточнялось, что 42-я танковая бригада бундесвера развернется в республике к началу 2025 года, а передовая группа отправится туда во втором квартале 2024 года."
3,https://lenta.ru/news/2024/04/08/posolstvo-rossii-v-litve-zabrosali-butylkami-s-zazhigatelnoy-smesyu/,Посольство России в Литве забросали бутылками с зажигательной смесью,На территорию посольства РФ в Литве две ночи бросали бутылки с горючей смесью,"Представитель департамента полицииЛитвыРамунас Матонис заявил журналистам, что на протяжении двух ночей неизвестные забрасывали территорию российского посольства вВильнюсебутылками с зажигательной смесью. Об этом сообщаетТАСС. «Инциденты зафиксированы камерами видеонаблюдения, а также постоянно дежурящими около здания посольства полицейскими», — высказался представитель полиции. Матонис добавил, что в результате случившегося никто не пострадал. Ранее президент Литвы Гитанас Науседаназвалусловие для остановки санкционной войны противРФ. Он заявил, чтоЕвропейский союздолжен продолжить усиливать политику санкций, пока российская сторона «не остановит свою агрессию». По мнению политика, увеличение числа членов ЕС является наиболее эффективным способом расширения пространства мира."
3,https://lenta.ru/news/2024/04/07/vsu-nanesli-seriyu-udarov-po-krupneyshey-v-evrope-atomnoy-stantsii-kakie-povrezhdeniya-ona-poluchila/,ВСУ нанесли серию ударов по крупнейшей в Европе атомной станции. Какие повреждения она получила?,Росатом: в результате удара ВСУ по Запорожской АЭС ранены трое сотрудников,"Вооруженные силыУкраины(ВСУ) нанесли серию ударов по Запорожской атомной станции (ЗАЭС) — крупнейшей в Европе атомной станции по установленной мощности. В пресс-службе станциисообщили, что был атакован купол шестого энергоблока ЗАЭС, в момент атаки на станции находилась делегацияМеждународного агентства по атомной энергии(МАГАТЭ).Росатомзаявил, что в результате атак пострадали три человека. Днем 7 апреля пресс-служба Запорожской АЭС сообщила, что ВСУ ударили по куполу 6-го энергоблока. В заявлении говорилось, что критических повреждение и пострадавших нет, кроме того, не зафиксированы угрозы нарушения пределов безопасности. Так, сообщалось о нормальном радиационном фоне на территории станции. В свою очередь госкорпорация «Росатом» сообщила, что после удара ВСУ три сотрудника станции получили ранения, один из них находится в тяжелом состоянии. В пресс-службе также привели подробности ударов. По их данным, 7 апреля в 11:38 украинский беспилотник атаковал территорию, прилегающую к столовой — в результате этой атаки пострадали сотрудники станции. Спустя полчаса дроны ударили по району грузового порта, затем — по куполу шестого энергоблока. Эксперты МАГАТЭзаявили, что проинформированы об атаке беспилотников на ЗАЭС. «Эта детонация соответствует наблюдениям МАГАТЭ», — говорится в их заявлении. «Росатом» в свою очередь призвал агентство срочно отреагировать на произошедшее и осудить попытку эскалации вокруг станции. Это вторая атака ВСУ на ЗАЭС за последние три дня. В пятницу, 5 апреля,сообщалось, что украинская сторона атаковала станцию с помощью беспилотников. Удар пришелся на грузовой порт и азотно-кислородную станцию номер два. В пресс-службе ЗАЭС подчеркнули, что эти удары могут повлиять на дальнейшую эксплуатацию станции."
3,https://lenta.ru/news/2024/04/05/v-estonii-zayavili-o-15-kratnom-prevoshodstve-vs-rossii-nad-vsu/,В Эстонии заявили о 15-кратном превосходстве ВС России над ВСУ,Эстонский депутат Михкельсон: ВС РФ превосходят ВСУ в 15 раз на горячем участке,"Вооруженные силы (ВС)Россиипревосходят Вооруженные силыУкраины(ВСУ) в 15 раз на одном из самых горячих участков фронта. Об этом заявил глава комиссии по иностранным делам парламентаЭстонииМарко Михкельсон, сообщает Baltnews в своемTelegram-канале. Он рассказал, что получил сообщение от знакомого, воюющего в рядах ВСУ на одном из важнейших направлений. По его словам,ВС Россиипревосходят украинских военных в 15 раз, а за последнюю неделю батальон ВСУ потерял более половины личного состава. «Также есть участок, где украинские подразделения могут сделать один выстрел против 300», — заявил депутат. Он подчеркнул, что без военной помощи Запада Украину ждет поражение на фронте. Ранее полковник Сил обороны (СО) Эстонии Янно Мэркзаявило неспособности ВСУ сдержать российское наступление. Он подчеркнул, что без увеличения помощиСШАУкраине придется отступить."
3,https://lenta.ru/news/2024/04/04/v-estonii-nazvali-neprioritetnym-chlenstvo-ukrainy-v-nato/,В Эстонии назвали неприоритетным членство Украины в НАТО,МИД Эстонии: тема членства Украины в НАТО не будет приоритетом июльского саммита,"На фоне проблемУкраинына фронте членствоКиевавНАТОне будет главной темой июльского саммита Североатлантического альянса вВашингтоне. Неприоритетным вопрос ассоциации Украины с НАТО в разговоре с Politicoназвалглава МИДЭстонииМаргус Цахкна. «Цахкна, чья страна является одним из крупнейших сторонников Украины, признал, что членство Киева не будет главным приоритетом на июльском саммите, учитывая ожесточенные бои на земле», — говорится в публикации. При этом министр иностранных дел выразил уверенность, что однажды Украина обязательно станет членом альянса. Ранее глава МИД УкраиныДмитрий КулебапризвалЗапад предложить новые шаги по интеграции Киева в НАТО. По его словам, страна заслужила право стать частью военно-политического блока."
3,https://lenta.ru/news/2024/04/04/ministr-inostrannyh-del-litvy-predrek-nato-bolshie-srazheniya/,Министр иностранных дел Литвы предрек НАТО большие сражения,Министр иностранных дел Литвы Ландсбергис: НАТО предстоят большие сражения,"Министр иностранных делЛитвыГабриэлюс ЛандсбергиспредрекНАТОбольшие сражения в будущем. Его словапередаетLRT. Самой крупной победой НАТО для Литвы стало, то, что страна восстановила свою независимость и вернулась на европейскую карту, сообщил Ландсбергис, выступая на мероприятии по случаю 75-летия основания НАТО вБрюсселе. «К сожалению, возможно, что самые большие сражения НАТО еще только предстоят в будущем. Мы должны быть к этому готовы, потому что, если эти сражения придут к нам, а мы не будем готовы, это будет самой большой нашей ошибкой», — заявил дипломат. Ранее министр иностранных делУкраиныДмитрий Кулебазаявил, что на встрече НАТО принято решение разработать следующий шаг в направлении членства республики. Он также отметил, что вКиевесчитают заслуженным членство в военном блоке."
3,https://lenta.ru/news/2024/04/04/latviya-otpravit-na-ukrainu-partiyu-dronov-na-million-evro/,Латвия отправит на Украину партию дронов на миллион евро,Премьер Силиня: Латвия отправит Украине партию дронов на 1 миллион евро,"В ближайшее времяЛатвияотправитУкраинепартию дронов на 1 миллион евро. Об этом заявила балтийский премьер-министр Эвика Силиня в ходе пресс-конференции с украинским коллегой Денисом Шмыгалем, пишетРИА Новости. Латвийский политик не раскрыла точные сроки поставки дронов, однако заверила, что это произойдет очень скоро. Уточняется, что все беспилотники произведены в Латвии специально для того, «чтобы потом их можно было отправить для поддержки Украины». «Дроны проверены. Наши украинские коллеги признали, что они хороши в бою», — указала политик. Силиня добавила, что всего Латвия в 2024-м хочет выделить 9 миллионов евро на подобные поставки Украине. В заключение Силиня сообщила, что доля Латвии в инициативеЧехиипо поставкам боеприпасов Украине составит 10 миллионов евро. В 2024-мРигатакже выделит на помощь Украине 0,25 процента ВВП. В конце мартастало известно, что Запад захотел поставить Украине миллион беспилотников. Силиня заявляла, что коалиция попытается отправить в республику около миллиона беспилотников. Латвия иВеликобританиявозглавляют коалицию по поставкам дронов. В тот же момент Силиня выразила мнение, чтоРоссия«была и остается угрозой» не только для украинского народа, но и для всей Европы. Агентство AFP такжесообщало, чтоКиевнамерен с помощью дронов компенсировать нехватающие армии артиллерийские снаряды. При этом эксперты уверены, что украинские войска все равно не изменят положение на поле боя."
3,https://lenta.ru/news/2024/04/04/diversia/,На Украине назвали диверсией проект об ужесточении мобилизации,Депутат Рады Разумков назвал диверсией законопроект об ужесточении мобилизации,"ДепутатВерховной Рады, экс-спикер парламентаДмитрий Разумковпрокомментировал законопроект об ужесточении мобилизации наУкраине. Об этом он высказался в интервьюYouTube-каналу «Новины. Live». Разумков назвал диверсией законопроект об ужесточении мобилизации. Он подчеркнул, что инициативу еще не утвердили, а он уже навредил стране и в международном, и в финансовом плане. Парламентарий добавил, что покинувшие страну украинцы, узнав о возможном запрете на оказание консульских услуг уклонистам, срочно переоформили свои паспорта и получили документы со сроком действия в десять лет. «И все, и будут там дальше сидеть. Мы утрачиваем с ними связь, они максимально будут делать так, чтобы государство Украина потеряло их из поля зрения.  С каждым днем шанс на то, что они вернутся, становится все меньше», — заключил Разумков. Первую версию законопроекта об ужесточении мобилизацииправительство Украиныпредставилов конце декабря прошлого года. Позже инициативу неоднократно критиковали за слишком жесткие нормы. В феврале к ней предложили 4195 правок."
3,https://lenta.ru/news/2024/04/03/v-latvii-kandidata-v-deputaty-obvinili-v-shpionazhe-v-polzu-rossii/,В Латвии кандидата в депутаты обвинили в шпионаже в пользу России,В Латвии кандидата в депутаты Тухбатову обвиняют в шпионаже в пользу России,"ПрокуратураЛатвиисообщила, что на этой неделе начнется рассмотрение дела кандидата в депутаты Сейма Инги Тухбатовой, которую обвиняют в шпионаже в пользуРоссии,передаетагентство LETA. В прокуратуре уточнили, что ее подозревают в получении и передаче через другое лицоМосквеинформации о повседневных событиях в Латвии, а также об оборонной системе страны и безопасности. По данным издания, дело Тухбатовой связано с делом организации «Антифашисты Прибалтики», которая с осени 2022 года проводила и координировала деятельность, направленную против нацбезопасности страны, с помощью специальных Telegram-каналов. Ранее стало известно, что прокуратура Латвииобвинилав поддержке специальной военной операции (СВО) экс-депутата Сейма Глорию Гревцову и объявила ее в розыск."
3,https://lenta.ru/news/2024/04/03/v-latvii-ob-yavili-v-rozysk-eks-deputata-iz-za-podderzhki-svo/,В Латвии объявили в розыск экс-депутата из-за поддержки СВО,Экс-депутата Сейма Латвии Гревцову разыскивают из-за поддержки спецоперации,"ПрокуратураЛатвииобвинила в поддержке спецоперации (СВО) экс-депутата Сейма Глорию Гревцову и объявила ее в розыск. Об этом сообщает порталDelfi. Отмечается, что она проигнорировала отправленные повестки, также ее не смогли принудительно привести в прокуратуру, так как не нашли по месту жительства. Гревцову обвинили по двум уголовным статьям об «оправдании военных преступлений» и о «разжигании национальной розни». Уточняется, что ей грозит лишение свободы сроком до пяти лет, общественные работы и штраф. Служба государственной безопасности (СГБ) Латвии начала уголовный процесс из-за того, что бывший депутат усомнилась в достоверности информации, которая размещена в Музее оккупации. В результате Гревцоваотреагировалана решение прокуратуры. Она заявила, что дозвонилась до прокурора и придет к нему на допрос. Ранее СГБ Латвиипотребовалаот Генеральной прокуратуры возбудить дело против Гревцовой за поддержку спецоперации. Ведомство предлагало возбудить уголовное дело по статье 74.1 Уголовного закона."
